block_cd,yyyy/mm/dd,hh,boost
01101,2022-04-25,14,1.0
01101,2022-04-25,15,1.0
01101,2022-04-25,16,1.1
01101,2022-04-25,17,1.3
01101,2022-04-25,18,1.4
01101,2022-04-25,19,1.2
01101,2022-04-25,20,1.0
01101,2022-04-25,21,1.0
01101,2022-04-25,22,1.0
01101,2022-04-25,23,1.0
01101,2022-04-26,0,1.0
01101,2022-04-26,1,1.0
01101,2022-04-26,2,1.0
01101,2022-04-26,3,1.2
01101,2022-04-26,4,1.2
01101,2022-04-26,5,1.2
01101,2022-04-26,6,1.2
01101,2022-04-26,7,1.2
01101,2022-04-26,8,1.2
01101,2022-04-26,9,1.2
01101,2022-04-26,10,1.0
01101,2022-04-26,11,1.1
01101,2022-04-26,12,1.1
01101,2022-04-26,13,1.0
01101,2022-04-26,14,1.0
01101,2022-04-26,15,1.0
01101,2022-04-26,16,1.1
01101,2022-04-26,17,1.3
01101,2022-04-26,18,1.4
01101,2022-04-26,19,1.2
01101,2022-04-26,20,1.0
01101,2022-04-26,21,1.0
01101,2022-04-26,22,1.0
01101,2022-04-26,23,1.0
01101,2022-04-27,0,1.0
01101,2022-04-27,1,1.0
01101,2022-04-27,2,1.0
01101,2022-04-27,3,1.2
01101,2022-04-27,4,1.2
01101,2022-04-27,5,1.2
01101,2022-04-27,6,1.2
01101,2022-04-27,7,1.2
01101,2022-04-27,8,1.2
01101,2022-04-27,9,1.2
01101,2022-04-27,10,1.0
01101,2022-04-27,11,1.1
01101,2022-04-27,12,1.1
01101,2022-04-27,13,1.0
01101,2022-04-27,14,1.0
01101,2022-04-27,15,1.0
01101,2022-04-27,16,1.1
01101,2022-04-27,17,1.3
01101,2022-04-27,18,1.4
01101,2022-04-27,19,1.2
01101,2022-04-27,20,1.0
01101,2022-04-27,21,1.0
01101,2022-04-27,22,1.0
01101,2022-04-27,23,1.0
01101,2022-04-28,0,1.0
01101,2022-04-28,1,1.0
01101,2022-04-28,2,1.0
01101,2022-04-28,3,1.2
01101,2022-04-28,4,1.2
01101,2022-04-28,5,1.2
01101,2022-04-28,6,1.2
01101,2022-04-28,7,1.2
01101,2022-04-28,8,1.2
01101,2022-04-28,9,1.2
01101,2022-04-28,10,1.0
01101,2022-04-28,11,1.1
01101,2022-04-28,12,1.0
01101,2022-04-28,13,1.0
01101,2022-04-28,14,1.0
01101,2022-04-28,15,1.0
01101,2022-04-28,16,1.0
01101,2022-04-28,17,1.3
01101,2022-04-28,18,1.4
01101,2022-04-28,19,1.3
01101,2022-04-28,20,1.0
01101,2022-04-28,21,1.0
01101,2022-04-28,22,1.0
01101,2022-04-28,23,1.0
01101,2022-04-29,0,1.0
01101,2022-04-29,1,1.0
01101,2022-04-29,2,1.0
01101,2022-04-29,3,1.3
01101,2022-04-29,4,1.3
01101,2022-04-29,5,1.3
01101,2022-04-29,6,1.3
01101,2022-04-29,7,1.3
01101,2022-04-29,8,1.3
01101,2022-04-29,9,1.3
01101,2022-04-29,10,1.4
01101,2022-04-29,11,1.5
01101,2022-04-29,12,1.6
01101,2022-04-29,13,1.3
01101,2022-04-29,14,1.2
01101,2022-04-29,15,1.2
01101,2022-04-29,16,1.3
01101,2022-04-29,17,1.7
01101,2022-04-29,18,1.9
01101,2022-04-29,19,1.5
01101,2022-04-29,20,1.1
01101,2022-04-29,21,1.1
01101,2022-04-29,22,1.1
01101,2022-04-29,23,1.1
01102,2022-04-23,0,1.0
01102,2022-04-23,1,1.0
01102,2022-04-23,2,1.0
01102,2022-04-23,3,1.5
01102,2022-04-23,4,1.5
01102,2022-04-23,5,1.5
01102,2022-04-23,6,1.5
01102,2022-04-23,7,1.5
01102,2022-04-23,8,1.5
01102,2022-04-23,9,1.5
01102,2022-04-23,10,1.4
01102,2022-04-23,11,1.4
01102,2022-04-23,12,1.3
01102,2022-04-23,13,1.4
01102,2022-04-23,14,1.2
01102,2022-04-23,15,1.3
01102,2022-04-23,16,1.4
01102,2022-04-23,17,2.0
01102,2022-04-23,18,2.2
01102,2022-04-23,19,1.7
01102,2022-04-23,20,1.3
01102,2022-04-23,21,1.2
01102,2022-04-23,22,1.2
01102,2022-04-23,23,1.6
01102,2022-04-24,0,1.6
01102,2022-04-24,1,1.6
01102,2022-04-24,2,1.6
01102,2022-04-24,3,1.7
01102,2022-04-24,4,1.7
01102,2022-04-24,5,1.7
01102,2022-04-24,6,1.7
01102,2022-04-24,7,1.7
01102,2022-04-24,8,1.7
01102,2022-04-24,9,1.7
01102,2022-04-24,10,1.6
01102,2022-04-24,11,1.9
01102,2022-04-24,12,1.6
01102,2022-04-24,13,1.3
01102,2022-04-24,14,1.4
01102,2022-04-24,15,1.7
01102,2022-04-24,16,1.8
01102,2022-04-24,17,2.1
01102,2022-04-24,18,2.2
01102,2022-04-24,19,2.0
01102,2022-04-24,20,1.3
01102,2022-04-24,21,1.2
01102,2022-04-24,22,1.7
01102,2022-04-24,23,1.3
01102,2022-04-25,0,1.3
01102,2022-04-25,1,1.3
01102,2022-04-25,2,1.3
01102,2022-04-25,3,1.4
01102,2022-04-25,4,1.4
01102,2022-04-25,5,1.4
01102,2022-04-25,6,1.4
01102,2022-04-25,7,1.4
01102,2022-04-25,8,1.4
01102,2022-04-25,9,1.4
01102,2022-04-25,10,1.2
01102,2022-04-25,11,1.3
01102,2022-04-25,12,1.1
01102,2022-04-25,13,1.1
01102,2022-04-25,14,1.1
01102,2022-04-25,15,1.1
01102,2022-04-25,16,1.3
01102,2022-04-25,17,1.5
01102,2022-04-25,18,1.6
01102,2022-04-25,19,1.5
01102,2022-04-25,20,1.1
01102,2022-04-25,21,1.0
01102,2022-04-25,22,1.1
01102,2022-04-25,23,1.2
01102,2022-04-26,0,1.2
01102,2022-04-26,1,1.2
01102,2022-04-26,2,1.2
01102,2022-04-26,3,1.4
01102,2022-04-26,4,1.4
01102,2022-04-26,5,1.4
01102,2022-04-26,6,1.4
01102,2022-04-26,7,1.4
01102,2022-04-26,8,1.4
01102,2022-04-26,9,1.4
01102,2022-04-26,10,1.2
01102,2022-04-26,11,1.3
01102,2022-04-26,12,1.1
01102,2022-04-26,13,1.1
01102,2022-04-26,14,1.1
01102,2022-04-26,15,1.1
01102,2022-04-26,16,1.3
01102,2022-04-26,17,1.5
01102,2022-04-26,18,1.6
01102,2022-04-26,19,1.5
01102,2022-04-26,20,1.1
01102,2022-04-26,21,1.0
01102,2022-04-26,22,1.1
01102,2022-04-26,23,1.2
01102,2022-04-27,0,1.2
01102,2022-04-27,1,1.2
01102,2022-04-27,2,1.2
01102,2022-04-27,3,1.4
01102,2022-04-27,4,1.4
01102,2022-04-27,5,1.4
01102,2022-04-27,6,1.4
01102,2022-04-27,7,1.4
01102,2022-04-27,8,1.4
01102,2022-04-27,9,1.4
01102,2022-04-27,10,1.2
01102,2022-04-27,11,1.3
01102,2022-04-27,12,1.1
01102,2022-04-27,13,1.1
01102,2022-04-27,14,1.1
01102,2022-04-27,15,1.1
01102,2022-04-27,16,1.3
01102,2022-04-27,17,1.5
01102,2022-04-27,18,1.6
01102,2022-04-27,19,1.5
01102,2022-04-27,20,1.1
01102,2022-04-27,21,1.0
01102,2022-04-27,22,1.1
01102,2022-04-27,23,1.2
01102,2022-04-28,0,1.2
01102,2022-04-28,1,1.2
01102,2022-04-28,2,1.2
01102,2022-04-28,3,1.6
01102,2022-04-28,4,1.6
01102,2022-04-28,5,1.6
01102,2022-04-28,6,1.6
01102,2022-04-28,7,1.6
01102,2022-04-28,8,1.6
01102,2022-04-28,9,1.6
01102,2022-04-28,10,1.3
01102,2022-04-28,11,1.3
01102,2022-04-28,12,1.2
01102,2022-04-28,13,1.2
01102,2022-04-28,14,1.0
01102,2022-04-28,15,1.1
01102,2022-04-28,16,1.1
01102,2022-04-28,17,1.7
01102,2022-04-28,18,1.7
01102,2022-04-28,19,1.5
01102,2022-04-28,20,1.3
01102,2022-04-28,21,1.0
01102,2022-04-28,22,1.3
01102,2022-04-28,23,1.1
01102,2022-04-29,0,1.1
01102,2022-04-29,1,1.1
01102,2022-04-29,2,1.1
01102,2022-04-29,3,1.7
01102,2022-04-29,4,1.7
01102,2022-04-29,5,1.7
01102,2022-04-29,6,1.7
01102,2022-04-29,7,1.7
01102,2022-04-29,8,1.7
01102,2022-04-29,9,1.7
01102,2022-04-29,10,1.6
01102,2022-04-29,11,1.9
01102,2022-04-29,12,1.6
01102,2022-04-29,13,1.3
01102,2022-04-29,14,1.4
01102,2022-04-29,15,1.7
01102,2022-04-29,16,1.8
01102,2022-04-29,17,2.1
01102,2022-04-29,18,2.2
01102,2022-04-29,19,2.0
01102,2022-04-29,20,1.3
01102,2022-04-29,21,1.2
01102,2022-04-29,22,1.7
01102,2022-04-29,23,1.3
01103,2022-04-23,0,1.0
01103,2022-04-23,1,1.0
01103,2022-04-23,2,1.0
01103,2022-04-23,3,1.0
01103,2022-04-23,4,1.0
01103,2022-04-23,5,1.0
01103,2022-04-23,6,1.0
01103,2022-04-23,7,1.0
01103,2022-04-23,8,1.0
01103,2022-04-23,9,1.0
01103,2022-04-23,10,1.0
01103,2022-04-23,11,1.0
01103,2022-04-23,12,1.0
01103,2022-04-23,13,1.0
01103,2022-04-23,14,1.0
01103,2022-04-23,15,1.0
01103,2022-04-23,16,1.0
01103,2022-04-23,17,1.3
01103,2022-04-23,18,1.3
01103,2022-04-23,19,1.2
01103,2022-04-23,20,1.0
01103,2022-04-23,21,1.0
01103,2022-04-23,22,1.0
01103,2022-04-23,23,1.0
01103,2022-04-24,0,1.0
01103,2022-04-24,1,1.0
01103,2022-04-24,2,1.0
01103,2022-04-24,3,1.0
01103,2022-04-24,4,1.0
01103,2022-04-24,5,1.0
01103,2022-04-24,6,1.0
01103,2022-04-24,7,1.0
01103,2022-04-24,8,1.0
01103,2022-04-24,9,1.0
01103,2022-04-24,10,1.0
01103,2022-04-24,11,1.0
01103,2022-04-24,12,1.0
01103,2022-04-24,13,1.0
01103,2022-04-24,14,1.0
01103,2022-04-24,15,1.0
01103,2022-04-24,16,1.0
01103,2022-04-24,17,1.2
01103,2022-04-24,18,1.4
01103,2022-04-24,19,1.2
01103,2022-04-24,20,1.0
01103,2022-04-24,21,1.0
01103,2022-04-24,22,1.0
01103,2022-04-24,23,1.0
01103,2022-04-25,0,1.0
01103,2022-04-25,1,1.0
01103,2022-04-25,2,1.0
01103,2022-04-25,3,1.0
01103,2022-04-25,4,1.0
01103,2022-04-25,5,1.0
01103,2022-04-25,6,1.0
01103,2022-04-25,7,1.0
01103,2022-04-25,8,1.0
01103,2022-04-25,9,1.0
01103,2022-04-25,10,1.0
01103,2022-04-25,11,1.0
01103,2022-04-25,12,1.0
01103,2022-04-25,13,1.0
01103,2022-04-25,14,1.0
01103,2022-04-25,15,1.0
01103,2022-04-25,16,1.0
01103,2022-04-25,17,1.0
01103,2022-04-25,18,1.0
01103,2022-04-25,19,1.0
01103,2022-04-25,20,1.0
01103,2022-04-25,21,1.0
01103,2022-04-25,22,1.0
01103,2022-04-25,23,1.0
01103,2022-04-26,0,1.0
01103,2022-04-26,1,1.0
01103,2022-04-26,2,1.0
01103,2022-04-26,3,1.0
01103,2022-04-26,4,1.0
01103,2022-04-26,5,1.0
01103,2022-04-26,6,1.0
01103,2022-04-26,7,1.0
01103,2022-04-26,8,1.0
01103,2022-04-26,9,1.0
01103,2022-04-26,10,1.0
01103,2022-04-26,11,1.0
01103,2022-04-26,12,1.0
01103,2022-04-26,13,1.0
01103,2022-04-26,14,1.0
01103,2022-04-26,15,1.0
01103,2022-04-26,16,1.0
01103,2022-04-26,17,1.0
01103,2022-04-26,18,1.0
01103,2022-04-26,19,1.0
01103,2022-04-26,20,1.0
01103,2022-04-26,21,1.0
01103,2022-04-26,22,1.0
01103,2022-04-26,23,1.0
01103,2022-04-27,0,1.0
01103,2022-04-27,1,1.0
01103,2022-04-27,2,1.0
01103,2022-04-27,3,1.0
01103,2022-04-27,4,1.0
01103,2022-04-27,5,1.0
01103,2022-04-27,6,1.0
01103,2022-04-27,7,1.0
01103,2022-04-27,8,1.0
01103,2022-04-27,9,1.0
01103,2022-04-27,10,1.0
01103,2022-04-27,11,1.0
01103,2022-04-27,12,1.0
01103,2022-04-27,13,1.0
01103,2022-04-27,14,1.0
01103,2022-04-27,15,1.0
01103,2022-04-27,16,1.0
01103,2022-04-27,17,1.0
01103,2022-04-27,18,1.0
01103,2022-04-27,19,1.0
01103,2022-04-27,20,1.0
01103,2022-04-27,21,1.0
01103,2022-04-27,22,1.0
01103,2022-04-27,23,1.0
01103,2022-04-28,0,1.0
01103,2022-04-28,1,1.0
01103,2022-04-28,2,1.0
01103,2022-04-28,3,1.0
01103,2022-04-28,4,1.0
01103,2022-04-28,5,1.0
01103,2022-04-28,6,1.0
01103,2022-04-28,7,1.0
01103,2022-04-28,8,1.0
01103,2022-04-28,9,1.0
01103,2022-04-28,10,1.0
01103,2022-04-28,11,1.0
01103,2022-04-28,12,1.0
01103,2022-04-28,13,1.0
01103,2022-04-28,14,1.0
01103,2022-04-28,15,1.0
01103,2022-04-28,16,1.0
01103,2022-04-28,17,1.1
01103,2022-04-28,18,1.3
01103,2022-04-28,19,1.2
01103,2022-04-28,20,1.0
01103,2022-04-28,21,1.0
01103,2022-04-28,22,1.0
01103,2022-04-28,23,1.0
01103,2022-04-29,0,1.0
01103,2022-04-29,1,1.0
01103,2022-04-29,2,1.0
01103,2022-04-29,3,1.0
01103,2022-04-29,4,1.0
01103,2022-04-29,5,1.0
01103,2022-04-29,6,1.0
01103,2022-04-29,7,1.0
01103,2022-04-29,8,1.0
01103,2022-04-29,9,1.0
01103,2022-04-29,10,1.0
01103,2022-04-29,11,1.0
01103,2022-04-29,12,1.0
01103,2022-04-29,13,1.0
01103,2022-04-29,14,1.0
01103,2022-04-29,15,1.0
01103,2022-04-29,16,1.0
01103,2022-04-29,17,1.2
01103,2022-04-29,18,1.4
01103,2022-04-29,19,1.2
01103,2022-04-29,20,1.0
01103,2022-04-29,21,1.0
01103,2022-04-29,22,1.0
01103,2022-04-29,23,1.0
01104,2022-04-23,0,1.0
01104,2022-04-23,1,1.0
01104,2022-04-23,2,1.0
01104,2022-04-23,3,1.2
01104,2022-04-23,4,1.2
01104,2022-04-23,5,1.2
01104,2022-04-23,6,1.2
01104,2022-04-23,7,1.2
01104,2022-04-23,8,1.2
01104,2022-04-23,9,1.2
01104,2022-04-23,10,1.2
01104,2022-04-23,11,1.2
01104,2022-04-23,12,1.4
01104,2022-04-23,13,1.4
01104,2022-04-23,14,1.0
01104,2022-04-23,15,1.2
01104,2022-04-23,16,1.2
01104,2022-04-23,17,1.7
01104,2022-04-23,18,2.1
01104,2022-04-23,19,1.3
01104,2022-04-23,20,1.4
01104,2022-04-23,21,1.4
01104,2022-04-23,22,1.4
01104,2022-04-23,23,1.4
01104,2022-04-24,0,1.4
01104,2022-04-24,1,1.4
01104,2022-04-24,2,1.4
01104,2022-04-24,3,1.6
01104,2022-04-24,4,1.6
01104,2022-04-24,5,1.6
01104,2022-04-24,6,1.6
01104,2022-04-24,7,1.6
01104,2022-04-24,8,1.6
01104,2022-04-24,9,1.6
01104,2022-04-24,10,1.6
01104,2022-04-24,11,1.6
01104,2022-04-24,12,1.4
01104,2022-04-24,13,1.4
01104,2022-04-24,14,1.4
01104,2022-04-24,15,1.3
01104,2022-04-24,16,1.4
01104,2022-04-24,17,2.0
01104,2022-04-24,18,2.2
01104,2022-04-24,19,1.8
01104,2022-04-24,20,1.3
01104,2022-04-24,21,1.3
01104,2022-04-24,22,1.3
01104,2022-04-24,23,1.3
01104,2022-04-25,0,1.3
01104,2022-04-25,1,1.3
01104,2022-04-25,2,1.3
01104,2022-04-25,3,1.2
01104,2022-04-25,4,1.2
01104,2022-04-25,5,1.2
01104,2022-04-25,6,1.2
01104,2022-04-25,7,1.2
01104,2022-04-25,8,1.2
01104,2022-04-25,9,1.2
01104,2022-04-25,10,1.0
01104,2022-04-25,11,1.1
01104,2022-04-25,12,1.1
01104,2022-04-25,13,1.0
01104,2022-04-25,14,1.0
01104,2022-04-25,15,1.0
01104,2022-04-25,16,1.1
01104,2022-04-25,17,1.3
01104,2022-04-25,18,1.4
01104,2022-04-25,19,1.2
01104,2022-04-25,20,1.0
01104,2022-04-25,21,1.0
01104,2022-04-25,22,1.0
01104,2022-04-25,23,1.0
01104,2022-04-26,0,1.0
01104,2022-04-26,1,1.0
01104,2022-04-26,2,1.0
01104,2022-04-26,3,1.2
01104,2022-04-26,4,1.2
01104,2022-04-26,5,1.2
01104,2022-04-26,6,1.2
01104,2022-04-26,7,1.2
01104,2022-04-26,8,1.2
01104,2022-04-26,9,1.2
01104,2022-04-26,10,1.0
01104,2022-04-26,11,1.1
01104,2022-04-26,12,1.1
01104,2022-04-26,13,1.0
01104,2022-04-26,14,1.0
01104,2022-04-26,15,1.0
01104,2022-04-26,16,1.1
01104,2022-04-26,17,1.3
01104,2022-04-26,18,1.4
01104,2022-04-26,19,1.2
01104,2022-04-26,20,1.0
01104,2022-04-26,21,1.0
01104,2022-04-26,22,1.0
01104,2022-04-26,23,1.0
01104,2022-04-27,0,1.0
01104,2022-04-27,1,1.0
01104,2022-04-27,2,1.0
01104,2022-04-27,3,1.2
01104,2022-04-27,4,1.2
01104,2022-04-27,5,1.2
01104,2022-04-27,6,1.2
01104,2022-04-27,7,1.2
01104,2022-04-27,8,1.2
01104,2022-04-27,9,1.2
01104,2022-04-27,10,1.0
01104,2022-04-27,11,1.1
01104,2022-04-27,12,1.1
01104,2022-04-27,13,1.0
01104,2022-04-27,14,1.0
01104,2022-04-27,15,1.0
01104,2022-04-27,16,1.1
01104,2022-04-27,17,1.3
01104,2022-04-27,18,1.4
01104,2022-04-27,19,1.2
01104,2022-04-27,20,1.0
01104,2022-04-27,21,1.0
01104,2022-04-27,22,1.0
01104,2022-04-27,23,1.0
01104,2022-04-28,0,1.0
01104,2022-04-28,1,1.0
01104,2022-04-28,2,1.0
01104,2022-04-28,3,1.2
01104,2022-04-28,4,1.2
01104,2022-04-28,5,1.2
01104,2022-04-28,6,1.2
01104,2022-04-28,7,1.2
01104,2022-04-28,8,1.2
01104,2022-04-28,9,1.2
01104,2022-04-28,10,1.0
01104,2022-04-28,11,1.1
01104,2022-04-28,12,1.0
01104,2022-04-28,13,1.0
01104,2022-04-28,14,1.0
01104,2022-04-28,15,1.0
01104,2022-04-28,16,1.0
01104,2022-04-28,17,1.3
01104,2022-04-28,18,1.4
01104,2022-04-28,19,1.3
01104,2022-04-28,20,1.0
01104,2022-04-28,21,1.0
01104,2022-04-28,22,1.0
01104,2022-04-28,23,1.0
01104,2022-04-29,0,1.0
01104,2022-04-29,1,1.0
01104,2022-04-29,2,1.0
01104,2022-04-29,3,1.6
01104,2022-04-29,4,1.6
01104,2022-04-29,5,1.6
01104,2022-04-29,6,1.6
01104,2022-04-29,7,1.6
01104,2022-04-29,8,1.6
01104,2022-04-29,9,1.6
01104,2022-04-29,10,1.6
01104,2022-04-29,11,1.6
01104,2022-04-29,12,1.4
01104,2022-04-29,13,1.4
01104,2022-04-29,14,1.4
01104,2022-04-29,15,1.3
01104,2022-04-29,16,1.4
01104,2022-04-29,17,2.0
01104,2022-04-29,18,2.2
01104,2022-04-29,19,1.8
01104,2022-04-29,20,1.3
01104,2022-04-29,21,1.3
01104,2022-04-29,22,1.3
01104,2022-04-29,23,1.3
01105,2022-04-23,0,1.0
01105,2022-04-23,1,1.0
01105,2022-04-23,2,1.0
01105,2022-04-23,3,1.4
01105,2022-04-23,4,1.4
01105,2022-04-23,5,1.4
01105,2022-04-23,6,1.4
01105,2022-04-23,7,1.4
01105,2022-04-23,8,1.4
01105,2022-04-23,9,1.4
01105,2022-04-23,10,1.4
01105,2022-04-23,11,1.4
01105,2022-04-23,12,1.4
01105,2022-04-23,13,1.2
01105,2022-04-23,14,1.2
01105,2022-04-23,15,1.2
01105,2022-04-23,16,1.2
01105,2022-04-23,17,1.6
01105,2022-04-23,18,1.8
01105,2022-04-23,19,1.6
01105,2022-04-23,20,1.2
01105,2022-04-23,21,1.2
01105,2022-04-23,22,1.2
01105,2022-04-23,23,1.2
01105,2022-04-24,0,1.2
01105,2022-04-24,1,1.2
01105,2022-04-24,2,1.2
01105,2022-04-24,3,1.5
01105,2022-04-24,4,1.5
01105,2022-04-24,5,1.5
01105,2022-04-24,6,1.5
01105,2022-04-24,7,1.5
01105,2022-04-24,8,1.5
01105,2022-04-24,9,1.5
01105,2022-04-24,10,1.5
01105,2022-04-24,11,1.5
01105,2022-04-24,12,1.6
01105,2022-04-24,13,1.3
01105,2022-04-24,14,1.2
01105,2022-04-24,15,1.2
01105,2022-04-24,16,1.3
01105,2022-04-24,17,1.7
01105,2022-04-24,18,1.9
01105,2022-04-24,19,1.5
01105,2022-04-24,20,1.1
01105,2022-04-24,21,1.1
01105,2022-04-24,22,1.1
01105,2022-04-24,23,1.1
01105,2022-04-25,0,1.1
01105,2022-04-25,1,1.1
01105,2022-04-25,2,1.1
01105,2022-04-25,3,1.2
01105,2022-04-25,4,1.2
01105,2022-04-25,5,1.2
01105,2022-04-25,6,1.2
01105,2022-04-25,7,1.2
01105,2022-04-25,8,1.2
01105,2022-04-25,9,1.2
01105,2022-04-25,10,1.0
01105,2022-04-25,11,1.1
01105,2022-04-25,12,1.1
01105,2022-04-25,13,1.0
01105,2022-04-25,14,1.0
01105,2022-04-25,15,1.0
01105,2022-04-25,16,1.1
01105,2022-04-25,17,1.3
01105,2022-04-25,18,1.4
01105,2022-04-25,19,1.2
01105,2022-04-25,20,1.0
01105,2022-04-25,21,1.0
01105,2022-04-25,22,1.0
01105,2022-04-25,23,1.0
01105,2022-04-26,0,1.0
01105,2022-04-26,1,1.0
01105,2022-04-26,2,1.0
01105,2022-04-26,3,1.2
01105,2022-04-26,4,1.2
01105,2022-04-26,5,1.2
01105,2022-04-26,6,1.2
01105,2022-04-26,7,1.2
01105,2022-04-26,8,1.2
01105,2022-04-26,9,1.2
01105,2022-04-26,10,1.0
01105,2022-04-26,11,1.1
01105,2022-04-26,12,1.1
01105,2022-04-26,13,1.0
01105,2022-04-26,14,1.0
01105,2022-04-26,15,1.0
01105,2022-04-26,16,1.1
01105,2022-04-26,17,1.3
01105,2022-04-26,18,1.4
01105,2022-04-26,19,1.2
01105,2022-04-26,20,1.0
01105,2022-04-26,21,1.0
01105,2022-04-26,22,1.0
01105,2022-04-26,23,1.0
01105,2022-04-27,0,1.0
01105,2022-04-27,1,1.0
01105,2022-04-27,2,1.0
01105,2022-04-27,3,1.2
01105,2022-04-27,4,1.2
01105,2022-04-27,5,1.2
01105,2022-04-27,6,1.2
01105,2022-04-27,7,1.2
01105,2022-04-27,8,1.2
01105,2022-04-27,9,1.2
01105,2022-04-27,10,1.0
01105,2022-04-27,11,1.1
01105,2022-04-27,12,1.1
01105,2022-04-27,13,1.0
01105,2022-04-27,14,1.0
01105,2022-04-27,15,1.0
01105,2022-04-27,16,1.1
01105,2022-04-27,17,1.3
01105,2022-04-27,18,1.4
01105,2022-04-27,19,1.2
01105,2022-04-27,20,1.0
01105,2022-04-27,21,1.0
01105,2022-04-27,22,1.0
01105,2022-04-27,23,1.0
01105,2022-04-28,0,1.0
01105,2022-04-28,1,1.0
01105,2022-04-28,2,1.0
01105,2022-04-28,3,1.2
01105,2022-04-28,4,1.2
01105,2022-04-28,5,1.2
01105,2022-04-28,6,1.2
01105,2022-04-28,7,1.2
01105,2022-04-28,8,1.2
01105,2022-04-28,9,1.2
01105,2022-04-28,10,1.0
01105,2022-04-28,11,1.1
01105,2022-04-28,12,1.0
01105,2022-04-28,13,1.0
01105,2022-04-28,14,1.0
01105,2022-04-28,15,1.0
01105,2022-04-28,16,1.0
01105,2022-04-28,17,1.3
01105,2022-04-28,18,1.4
01105,2022-04-28,19,1.3
01105,2022-04-28,20,1.0
01105,2022-04-28,21,1.0
01105,2022-04-28,22,1.0
01105,2022-04-28,23,1.0
01105,2022-04-29,0,1.0
01105,2022-04-29,1,1.0
01105,2022-04-29,2,1.0
01105,2022-04-29,3,1.3
01105,2022-04-29,4,1.3
01105,2022-04-29,5,1.3
01105,2022-04-29,6,1.3
01105,2022-04-29,7,1.3
01105,2022-04-29,8,1.3
01105,2022-04-29,9,1.3
01105,2022-04-29,10,1.4
01105,2022-04-29,11,1.5
01105,2022-04-29,12,1.6
01105,2022-04-29,13,1.3
01105,2022-04-29,14,1.2
01105,2022-04-29,15,1.2
01105,2022-04-29,16,1.3
01105,2022-04-29,17,1.7
01105,2022-04-29,18,1.9
01105,2022-04-29,19,1.5
01105,2022-04-29,20,1.1
01105,2022-04-29,21,1.1
01105,2022-04-29,22,1.1
01105,2022-04-29,23,1.1
01106,2022-04-23,0,1.1
01106,2022-04-23,1,1.1
01106,2022-04-23,2,1.1
01106,2022-04-23,3,1.3
01106,2022-04-23,4,1.3
01106,2022-04-23,5,1.3
01106,2022-04-23,6,1.3
01106,2022-04-23,7,1.3
01106,2022-04-23,8,1.0
01106,2022-04-23,9,1.2
01106,2022-04-23,10,1.2
01106,2022-04-23,11,1.4
01106,2022-04-23,12,1.4
01106,2022-04-23,13,1.2
01106,2022-04-23,14,1.1
01106,2022-04-23,15,1.2
01106,2022-04-23,16,1.3
01106,2022-04-23,17,2.0
01106,2022-04-23,18,1.9
01106,2022-04-23,19,1.7
01106,2022-04-23,20,1.2
01106,2022-04-23,21,1.1
01106,2022-04-23,22,1.0
01106,2022-04-23,23,1.0
01106,2022-04-24,0,1.0
01106,2022-04-24,1,1.0
01106,2022-04-24,2,1.0
01106,2022-04-24,3,1.2
01106,2022-04-24,4,1.2
01106,2022-04-24,5,1.2
01106,2022-04-24,6,1.2
01106,2022-04-24,7,1.2
